RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
REQUEST		Get Pikachu	1720475960840	1720475960915	OK	 
USER	Pokemon API Test	END	1720475960920
USER	Pokemon API Test	END	1720475960920
USER	Pokemon API Test	START	1720475960920
USER	Pokemon API Test	START	1720475960921
REQUEST		Get Pikachu	1720475960886	1720475960922	OK	 
USER	Pokemon API Test	START	1720475960923
USER	Pokemon API Test	END	1720475960923
USER	Pokemon API Test	START	1720475960924
REQUEST		Get Pikachu	1720475960883	1720475960937	OK	 
USER	Pokemon API Test	END	1720475960942
USER	Pokemon API Test	START	1720475960942
REQUEST		Get Pikachu	1720475960883	1720475960940	OK	 
USER	Pokemon API Test	END	1720475960946
USER	Pokemon API Test	START	1720475960946
REQUEST		Get Pikachu	1720475960909	1720475960948	OK	 
USER	Pokemon API Test	END	1720475960950
USER	Pokemon API Test	START	1720475960950
REQUEST		Get Pikachu	1720475960894	1720475960950	OK	 
USER	Pokemon API Test	END	1720475960963
USER	Pokemon API Test	START	1720475960963
REQUEST		Get Pikachu	1720475960885	1720475960966	OK	 
REQUEST		Get Pikachu	1720475960921	1720475960972	OK	 
USER	Pokemon API Test	END	1720475960977
REQUEST		Get Pikachu	1720475960921	1720475960978	OK	 
USER	Pokemon API Test	END	1720475960983
USER	Pokemon API Test	END	1720475960985
REQUEST		Get Pikachu	1720475960904	1720475960984	OK	 
USER	Pokemon API Test	END	1720475960988
USER	Pokemon API Test	START	1720475960988
USER	Pokemon API Test	START	1720475960988
USER	Pokemon API Test	START	1720475960988
REQUEST		Get Pikachu	1720475960924	1720475960989	OK	 
REQUEST		Get Pikachu	1720475960924	1720475960977	OK	 
USER	Pokemon API Test	START	1720475960994
USER	Pokemon API Test	END	1720475960995
USER	Pokemon API Test	START	1720475960995
USER	Pokemon API Test	END	1720475960998
USER	Pokemon API Test	START	1720475960999
REQUEST		Get Pikachu	1720475960942	1720475961011	OK	 
USER	Pokemon API Test	END	1720475961012
REQUEST		Get Pikachu	1720475960950	1720475961002	OK	 
USER	Pokemon API Test	END	1720475961013
USER	Pokemon API Test	START	1720475961013
USER	Pokemon API Test	START	1720475961014
REQUEST		Get Pikachu	1720475960964	1720475961021	OK	 
REQUEST		Get Pikachu	1720475960946	1720475961021	OK	 
USER	Pokemon API Test	END	1720475961026
USER	Pokemon API Test	START	1720475961026
REQUEST		Get Pikachu	1720475960988	1720475961025	OK	 
USER	Pokemon API Test	END	1720475961026
USER	Pokemon API Test	START	1720475961027
USER	Pokemon API Test	END	1720475961027
USER	Pokemon API Test	START	1720475961028
REQUEST		Get Pikachu	1720475960996	1720475961045	OK	 
USER	Pokemon API Test	END	1720475961050
REQUEST		Get Pikachu	1720475960988	1720475961050	OK	 
USER	Pokemon API Test	END	1720475961062
REQUEST		Get Pikachu	1720475961014	1720475961063	OK	 
REQUEST		Get Pikachu	1720475960995	1720475961063	OK	 
USER	Pokemon API Test	END	1720475961068
USER	Pokemon API Test	START	1720475961069
REQUEST		Get Pikachu	1720475960999	1720475961068	OK	 
USER	Pokemon API Test	END	1720475961075
USER	Pokemon API Test	START	1720475961080
USER	Pokemon API Test	START	1720475961080
USER	Pokemon API Test	END	1720475961080
REQUEST		Get Pikachu	1720475960989	1720475961080	OK	 
USER	Pokemon API Test	END	1720475961084
USER	Pokemon API Test	START	1720475961086
USER	Pokemon API Test	START	1720475961087
REQUEST		Get Pikachu	1720475961014	1720475961089	OK	 
USER	Pokemon API Test	START	1720475961090
USER	Pokemon API Test	END	1720475961090
USER	Pokemon API Test	START	1720475961090
REQUEST		Get Pikachu	1720475961026	1720475961095	OK	 
USER	Pokemon API Test	END	1720475961105
USER	Pokemon API Test	START	1720475961105
REQUEST		Get Pikachu	1720475961027	1720475961101	OK	 
USER	Pokemon API Test	END	1720475961112
USER	Pokemon API Test	START	1720475961113
REQUEST		Get Pikachu	1720475961028	1720475961106	OK	 
USER	Pokemon API Test	END	1720475961113
USER	Pokemon API Test	START	1720475961114
REQUEST		Get Pikachu	1720475961090	1720475961121	OK	 
USER	Pokemon API Test	END	1720475961123
USER	Pokemon API Test	START	1720475961123
REQUEST		Get Pikachu	1720475961080	1720475961130	OK	 
REQUEST		Get Pikachu	1720475961069	1720475961124	OK	 
USER	Pokemon API Test	END	1720475961131
USER	Pokemon API Test	START	1720475961131
USER	Pokemon API Test	END	1720475961135
USER	Pokemon API Test	START	1720475961135
REQUEST		Get Pikachu	1720475961086	1720475961140	OK	 
USER	Pokemon API Test	END	1720475961144
USER	Pokemon API Test	START	1720475961144
REQUEST		Get Pikachu	1720475961090	1720475961144	OK	 
USER	Pokemon API Test	END	1720475961149
USER	Pokemon API Test	START	1720475961149
REQUEST		Get Pikachu	1720475961103	1720475961155	OK	 
REQUEST		Get Pikachu	1720475961123	1720475961160	OK	 
USER	Pokemon API Test	END	1720475961161
USER	Pokemon API Test	START	1720475961161
USER	Pokemon API Test	END	1720475961162
USER	Pokemon API Test	START	1720475961162
REQUEST		Get Pikachu	1720475961113	1720475961164	OK	 
USER	Pokemon API Test	END	1720475961175
USER	Pokemon API Test	START	1720475961175
REQUEST		Get Pikachu	1720475961113	1720475961172	OK	 
USER	Pokemon API Test	END	1720475961179
USER	Pokemon API Test	START	1720475961179
REQUEST		Get Pikachu	1720475961136	1720475961188	OK	 
REQUEST		Get Pikachu	1720475961131	1720475961192	OK	 
USER	Pokemon API Test	END	1720475961196
USER	Pokemon API Test	START	1720475961196
USER	Pokemon API Test	END	1720475961199
REQUEST		Get Pikachu	1720475961114	1720475961198	OK	 
USER	Pokemon API Test	END	1720475961203
USER	Pokemon API Test	START	1720475961203
REQUEST		Get Pikachu	1720475961149	1720475961202	OK	 
REQUEST		Get Pikachu	1720475961145	1720475961197	OK	 
USER	Pokemon API Test	END	1720475961209
USER	Pokemon API Test	END	1720475961209
USER	Pokemon API Test	START	1720475961210
REQUEST		Get Pikachu	1720475961163	1720475961211	OK	 
USER	Pokemon API Test	START	1720475961213
USER	Pokemon API Test	START	1720475961214
USER	Pokemon API Test	END	1720475961216
USER	Pokemon API Test	START	1720475961216
REQUEST		Get Pikachu	1720475961162	1720475961219	OK	 
USER	Pokemon API Test	END	1720475961227
USER	Pokemon API Test	START	1720475961227
REQUEST		Get Pikachu	1720475961179	1720475961223	OK	 
USER	Pokemon API Test	END	1720475961229
USER	Pokemon API Test	START	1720475961229
REQUEST		Get Pikachu	1720475961175	1720475961234	OK	 
REQUEST		Get Pikachu	1720475961204	1720475961239	OK	 
USER	Pokemon API Test	END	1720475961240
USER	Pokemon API Test	END	1720475961240
USER	Pokemon API Test	START	1720475961240
USER	Pokemon API Test	START	1720475961241
REQUEST		Get Pikachu	1720475961081	1720475961230	OK	 
USER	Pokemon API Test	END	1720475961250
USER	Pokemon API Test	START	1720475961250
REQUEST		Get Pikachu	1720475961228	1720475961260	OK	 
USER	Pokemon API Test	END	1720475961261
USER	Pokemon API Test	START	1720475961265
REQUEST		Get Pikachu	1720475961210	1720475961257	OK	 
REQUEST		Get Pikachu	1720475961206	1720475961260	OK	 
REQUEST		Get Pikachu	1720475961213	1720475961272	OK	 
USER	Pokemon API Test	END	1720475961276
USER	Pokemon API Test	END	1720475961276
USER	Pokemon API Test	START	1720475961276
USER	Pokemon API Test	END	1720475961276
USER	Pokemon API Test	START	1720475961276
REQUEST		Get Pikachu	1720475961216	1720475961274	OK	 
USER	Pokemon API Test	END	1720475961278
USER	Pokemon API Test	START	1720475961279
USER	Pokemon API Test	START	1720475961279
REQUEST		Get Pikachu	1720475961215	1720475961291	OK	 
USER	Pokemon API Test	END	1720475961296
USER	Pokemon API Test	START	1720475961297
REQUEST		Get Pikachu	1720475961251	1720475961297	OK	 
USER	Pokemon API Test	END	1720475961302
USER	Pokemon API Test	START	1720475961302
REQUEST		Get Pikachu	1720475961265	1720475961309	OK	 
USER	Pokemon API Test	END	1720475961310
REQUEST		Get Pikachu	1720475961241	1720475961302	OK	 
REQUEST		Get Pikachu	1720475961242	1720475961307	OK	 
USER	Pokemon API Test	END	1720475961312
USER	Pokemon API Test	END	1720475961312
USER	Pokemon API Test	START	1720475961313
USER	Pokemon API Test	START	1720475961313
USER	Pokemon API Test	START	1720475961316
REQUEST		Get Pikachu	1720475961252	1720475961321	OK	 
USER	Pokemon API Test	END	1720475961326
USER	Pokemon API Test	START	1720475961326
REQUEST		Get Pikachu	1720475961276	1720475961326	OK	 
USER	Pokemon API Test	END	1720475961331
USER	Pokemon API Test	START	1720475961333
REQUEST		Get Pikachu	1720475961279	1720475961332	OK	 
USER	Pokemon API Test	END	1720475961338
USER	Pokemon API Test	START	1720475961339
REQUEST		Get Pikachu	1720475961276	1720475961339	OK	 
USER	Pokemon API Test	END	1720475961345
REQUEST		Get Pikachu	1720475961297	1720475961344	OK	 
USER	Pokemon API Test	END	1720475961345
USER	Pokemon API Test	START	1720475961345
USER	Pokemon API Test	START	1720475961346
REQUEST		Get Pikachu	1720475961280	1720475961343	OK	 
USER	Pokemon API Test	END	1720475961348
USER	Pokemon API Test	START	1720475961348
REQUEST		Get Pikachu	1720475961303	1720475961367	OK	 
USER	Pokemon API Test	END	1720475961371
USER	Pokemon API Test	START	1720475961371
REQUEST		Get Pikachu	1720475961327	1720475961372	OK	 
REQUEST		Get Pikachu	1720475961313	1720475961373	OK	 
USER	Pokemon API Test	END	1720475961378
USER	Pokemon API Test	END	1720475961378
USER	Pokemon API Test	START	1720475961379
USER	Pokemon API Test	START	1720475961380
REQUEST		Get Pikachu	1720475961313	1720475961375	OK	 
USER	Pokemon API Test	END	1720475961383
USER	Pokemon API Test	START	1720475961383
REQUEST		Get Pikachu	1720475961348	1720475961384	OK	 
USER	Pokemon API Test	END	1720475961385
USER	Pokemon API Test	START	1720475961385
REQUEST		Get Pikachu	1720475961316	1720475961378	OK	 
USER	Pokemon API Test	END	1720475961385
USER	Pokemon API Test	START	1720475961385
REQUEST		Get Pikachu	1720475961334	1720475961389	OK	 
USER	Pokemon API Test	END	1720475961398
REQUEST		Get Pikachu	1720475961347	1720475961394	OK	 
USER	Pokemon API Test	END	1720475961399
USER	Pokemon API Test	START	1720475961399
REQUEST		Get Pikachu	1720475961347	1720475961395	OK	 
USER	Pokemon API Test	END	1720475961399
USER	Pokemon API Test	START	1720475961400
USER	Pokemon API Test	START	1720475961401
REQUEST		Get Pikachu	1720475961385	1720475961419	OK	 
USER	Pokemon API Test	END	1720475961420
REQUEST		Get Pikachu	1720475961346	1720475961417	OK	 
USER	Pokemon API Test	END	1720475961421
USER	Pokemon API Test	START	1720475961422
USER	Pokemon API Test	START	1720475961424
REQUEST		Get Pikachu	1720475961380	1720475961425	OK	 
USER	Pokemon API Test	END	1720475961430
USER	Pokemon API Test	START	1720475961430
REQUEST		Get Pikachu	1720475961383	1720475961433	OK	 
USER	Pokemon API Test	END	1720475961438
USER	Pokemon API Test	START	1720475961438
REQUEST		Get Pikachu	1720475961380	1720475961436	OK	 
USER	Pokemon API Test	END	1720475961442
USER	Pokemon API Test	START	1720475961442
REQUEST		Get Pikachu	1720475961385	1720475961448	OK	 
USER	Pokemon API Test	END	1720475961452
REQUEST		Get Pikachu	1720475961399	1720475961451	OK	 
REQUEST		Get Pikachu	1720475961400	1720475961454	OK	 
USER	Pokemon API Test	END	1720475961464
USER	Pokemon API Test	END	1720475961467
USER	Pokemon API Test	START	1720475961468
REQUEST		Get Pikachu	1720475961401	1720475961463	OK	 
USER	Pokemon API Test	END	1720475961470
USER	Pokemon API Test	START	1720475961471
USER	Pokemon API Test	START	1720475961471
REQUEST		Get Pikachu	1720475961371	1720475961465	OK	 
REQUEST		Get Pikachu	1720475961423	1720475961472	OK	 
USER	Pokemon API Test	END	1720475961473
USER	Pokemon API Test	START	1720475961473
USER	Pokemon API Test	END	1720475961473
USER	Pokemon API Test	START	1720475961473
USER	Pokemon API Test	START	1720475961473
REQUEST		Get Pikachu	1720475961424	1720475961484	OK	 
USER	Pokemon API Test	END	1720475961488
REQUEST		Get Pikachu	1720475961438	1720475961485	OK	 
USER	Pokemon API Test	END	1720475961490
USER	Pokemon API Test	START	1720475961491
USER	Pokemon API Test	START	1720475961491
REQUEST		Get Pikachu	1720475961431	1720475961482	OK	 
USER	Pokemon API Test	END	1720475961495
USER	Pokemon API Test	START	1720475961495
REQUEST		Get Pikachu	1720475961474	1720475961505	OK	 
USER	Pokemon API Test	END	1720475961506
USER	Pokemon API Test	START	1720475961506
REQUEST		Get Pikachu	1720475961470	1720475961509	OK	 
USER	Pokemon API Test	END	1720475961510
USER	Pokemon API Test	START	1720475961510
REQUEST		Get Pikachu	1720475961471	1720475961525	OK	 
USER	Pokemon API Test	END	1720475961530
USER	Pokemon API Test	START	1720475961530
REQUEST		Get Pikachu	1720475961473	1720475961534	OK	 
USER	Pokemon API Test	END	1720475961539
USER	Pokemon API Test	START	1720475961540
REQUEST		Get Pikachu	1720475961443	1720475961536	OK	 
USER	Pokemon API Test	END	1720475961543
REQUEST		Get Pikachu	1720475961471	1720475961533	OK	 
USER	Pokemon API Test	START	1720475961543
USER	Pokemon API Test	END	1720475961544
REQUEST		Get Pikachu	1720475961492	1720475961542	OK	 
USER	Pokemon API Test	END	1720475961546
USER	Pokemon API Test	START	1720475961546
REQUEST		Get Pikachu	1720475961511	1720475961551	OK	 
USER	Pokemon API Test	END	1720475961552
USER	Pokemon API Test	START	1720475961552
REQUEST		Get Pikachu	1720475961491	1720475961544	OK	 
USER	Pokemon API Test	END	1720475961555
USER	Pokemon API Test	START	1720475961556
USER	Pokemon API Test	START	1720475961556
REQUEST		Get Pikachu	1720475961475	1720475961568	OK	 
USER	Pokemon API Test	END	1720475961573
USER	Pokemon API Test	START	1720475961573
REQUEST		Get Pikachu	1720475961506	1720475961560	OK	 
USER	Pokemon API Test	END	1720475961579
USER	Pokemon API Test	START	1720475961579
REQUEST		Get Pikachu	1720475961552	1720475961583	OK	 
USER	Pokemon API Test	END	1720475961584
USER	Pokemon API Test	START	1720475961584
REQUEST		Get Pikachu	1720475961531	1720475961585	OK	 
USER	Pokemon API Test	END	1720475961590
USER	Pokemon API Test	START	1720475961590
REQUEST		Get Pikachu	1720475961543	1720475961593	OK	 
USER	Pokemon API Test	END	1720475961599
USER	Pokemon API Test	START	1720475961599
REQUEST		Get Pikachu	1720475961546	1720475961600	OK	 
USER	Pokemon API Test	END	1720475961610
USER	Pokemon API Test	START	1720475961610
REQUEST		Get Pikachu	1720475961558	1720475961614	OK	 
REQUEST		Get Pikachu	1720475961556	1720475961619	OK	 
USER	Pokemon API Test	END	1720475961623
USER	Pokemon API Test	END	1720475961623
USER	Pokemon API Test	START	1720475961623
REQUEST		Get Pikachu	1720475961541	1720475961620	OK	 
USER	Pokemon API Test	END	1720475961626
USER	Pokemon API Test	START	1720475961626
USER	Pokemon API Test	START	1720475961626
REQUEST		Get Pikachu	1720475961584	1720475961628	OK	 
REQUEST		Get Pikachu	1720475961574	1720475961630	OK	 
USER	Pokemon API Test	END	1720475961635
USER	Pokemon API Test	START	1720475961635
USER	Pokemon API Test	END	1720475961641
USER	Pokemon API Test	START	1720475961641
REQUEST		Get Pikachu	1720475961580	1720475961638	OK	 
USER	Pokemon API Test	END	1720475961642
USER	Pokemon API Test	START	1720475961642
REQUEST		Get Pikachu	1720475961590	1720475961652	OK	 
USER	Pokemon API Test	END	1720475961659
USER	Pokemon API Test	START	1720475961659
REQUEST		Get Pikachu	1720475961611	1720475961661	OK	 
USER	Pokemon API Test	END	1720475961666
REQUEST		Get Pikachu	1720475961626	1720475961667	OK	 
USER	Pokemon API Test	END	1720475961668
USER	Pokemon API Test	START	1720475961666
USER	Pokemon API Test	START	1720475961668
REQUEST		Get Pikachu	1720475961623	1720475961669	OK	 
USER	Pokemon API Test	END	1720475961674
USER	Pokemon API Test	START	1720475961674
REQUEST		Get Pikachu	1720475961599	1720475961677	OK	 
USER	Pokemon API Test	END	1720475961682
USER	Pokemon API Test	START	1720475961682
REQUEST		Get Pikachu	1720475961627	1720475961682	OK	 
USER	Pokemon API Test	END	1720475961687
REQUEST		Get Pikachu	1720475961635	1720475961685	OK	 
USER	Pokemon API Test	END	1720475961691
USER	Pokemon API Test	START	1720475961691
USER	Pokemon API Test	START	1720475961691
REQUEST		Get Pikachu	1720475961659	1720475961692	OK	 
USER	Pokemon API Test	END	1720475961693
USER	Pokemon API Test	START	1720475961693
REQUEST		Get Pikachu	1720475961642	1720475961697	OK	 
USER	Pokemon API Test	END	1720475961701
USER	Pokemon API Test	START	1720475961701
REQUEST		Get Pikachu	1720475961643	1720475961703	OK	 
USER	Pokemon API Test	END	1720475961709
USER	Pokemon API Test	START	1720475961709
REQUEST		Get Pikachu	1720475961668	1720475961718	OK	 
REQUEST		Get Pikachu	1720475961668	1720475961723	OK	 
USER	Pokemon API Test	END	1720475961727
USER	Pokemon API Test	END	1720475961727
USER	Pokemon API Test	START	1720475961728
USER	Pokemon API Test	START	1720475961728
REQUEST		Get Pikachu	1720475961691	1720475961739	OK	 
USER	Pokemon API Test	END	1720475961740
USER	Pokemon API Test	START	1720475961740
REQUEST		Get Pikachu	1720475961691	1720475961751	OK	 
USER	Pokemon API Test	END	1720475961755
USER	Pokemon API Test	START	1720475961756
REQUEST		Get Pikachu	1720475961702	1720475961745	OK	 
USER	Pokemon API Test	END	1720475961757
USER	Pokemon API Test	START	1720475961757
REQUEST		Get Pikachu	1720475961674	1720475961739	OK	 
USER	Pokemon API Test	END	1720475961758
REQUEST		Get Pikachu	1720475961693	1720475961751	OK	 
USER	Pokemon API Test	END	1720475961758
USER	Pokemon API Test	START	1720475961758
REQUEST		Get Pikachu	1720475961495	1720475961748	OK	 
USER	Pokemon API Test	START	1720475961760
USER	Pokemon API Test	END	1720475961760
USER	Pokemon API Test	START	1720475961760
REQUEST		Get Pikachu	1720475961710	1720475961766	OK	 
USER	Pokemon API Test	END	1720475961774
USER	Pokemon API Test	START	1720475961774
REQUEST		Get Pikachu	1720475961683	1720475961774	OK	 
USER	Pokemon API Test	END	1720475961778
USER	Pokemon API Test	START	1720475961778
REQUEST		Get Pikachu	1720475961759	1720475961789	OK	 
USER	Pokemon API Test	END	1720475961791
REQUEST		Get Pikachu	1720475961729	1720475961797	OK	 
USER	Pokemon API Test	END	1720475961797
REQUEST		Get Pikachu	1720475961740	1720475961792	OK	 
USER	Pokemon API Test	START	1720475961802
REQUEST		Get Pikachu	1720475961758	1720475961808	OK	 
USER	Pokemon API Test	END	1720475961813
USER	Pokemon API Test	START	1720475961813
USER	Pokemon API Test	END	1720475961814
REQUEST		Get Pikachu	1720475961756	1720475961821	OK	 
USER	Pokemon API Test	END	1720475961828
USER	Pokemon API Test	START	1720475961828
USER	Pokemon API Test	START	1720475961830
USER	Pokemon API Test	START	1720475961830
REQUEST		Get Pikachu	1720475961728	1720475961827	OK	 
USER	Pokemon API Test	END	1720475961831
USER	Pokemon API Test	START	1720475961831
REQUEST		Get Pikachu	1720475961761	1720475961840	OK	 
